date,hour,time_local,month,weekday,season,usage,prcp,tmax,tmin,year
2020-10-22,17,17:00:00,October,Thursday,Fall,2.74,0,55,39,2020
2020-10-22,18,18:00:00,October,Thursday,Fall,4.05,0,55,39,2020
2020-10-22,19,19:00:00,October,Thursday,Fall,2.47,0,55,39,2020
2020-10-22,20,20:00:00,October,Thursday,Fall,1.6099999999999999,0,55,39,2020
2020-10-22,21,21:00:00,October,Thursday,Fall,0.7,0,55,39,2020
2020-10-22,22,22:00:00,October,Thursday,Fall,0.43,0,55,39,2020
2020-10-22,23,23:00:00,October,Thursday,Fall,0.96,0,55,39,2020
2020-10-23,0,00:00:00,October,Friday,Fall,0.16,0.09,49,40,2020
2020-10-23,1,01:00:00,October,Friday,Fall,1.9,0.09,49,40,2020
2020-10-23,2,02:00:00,October,Friday,Fall,1.73,0.09,49,40,2020
2020-10-23,3,03:00:00,October,Friday,Fall,1.15,0.09,49,40,2020
2020-10-23,4,04:00:00,October,Friday,Fall,1.87,0.09,49,40,2020
2020-10-23,5,05:00:00,October,Friday,Fall,1.4700000000000002,0.09,49,40,2020
2020-10-23,6,06:00:00,October,Friday,Fall,1.6800000000000002,0.09,49,40,2020
2020-10-23,7,07:00:00,October,Friday,Fall,1.12,0.09,49,40,2020
2020-10-23,8,08:00:00,October,Friday,Fall,2.09,0.09,49,40,2020
2020-10-23,9,09:00:00,October,Friday,Fall,1.1300000000000001,0.09,49,40,2020
2020-10-23,10,10:00:00,October,Friday,Fall,2.48,0.09,49,40,2020
2020-10-23,11,11:00:00,October,Friday,Fall,1.9500000000000002,0.09,49,40,2020
2020-10-23,12,12:00:00,October,Friday,Fall,2.26,0.09,49,40,2020
2020-10-23,13,13:00:00,October,Friday,Fall,3.3899999999999997,0.09,49,40,2020
2020-10-23,14,14:00:00,October,Friday,Fall,5.59,0.09,49,40,2020
2020-10-23,15,15:00:00,October,Friday,Fall,4.96,0.09,49,40,2020
2020-10-23,16,16:00:00,October,Friday,Fall,1.81,0.09,49,40,2020
2020-10-23,17,17:00:00,October,Friday,Fall,1.96,0.09,49,40,2020
2020-10-23,18,18:00:00,October,Friday,Fall,0.8300000000000001,0.09,49,40,2020
2020-10-23,19,19:00:00,October,Friday,Fall,0.63,0.09,49,40,2020
2020-10-23,20,20:00:00,October,Friday,Fall,0.5,0.09,49,40,2020
2020-10-23,21,21:00:00,October,Friday,Fall,0.21000000000000002,0.09,49,40,2020
2020-10-23,22,22:00:00,October,Friday,Fall,0.88,0.09,49,40,2020
2020-10-23,23,23:00:00,October,Friday,Fall,0.96,0.09,49,40,2020
2020-10-24,0,00:00:00,October,Saturday,Fall,1.18,0,49,38,2020
2020-10-24,1,01:00:00,October,Saturday,Fall,1.48,0,49,38,2020
2020-10-24,2,02:00:00,October,Saturday,Fall,1.35,0,49,38,2020
2020-10-24,3,03:00:00,October,Saturday,Fall,1.48,0,49,38,2020
2020-10-24,4,04:00:00,October,Saturday,Fall,0.9099999999999999,0,49,38,2020
2020-10-24,5,05:00:00,October,Saturday,Fall,0.69,0,49,38,2020
2020-10-24,6,06:00:00,October,Saturday,Fall,0.67,0,49,38,2020
2020-10-24,7,07:00:00,October,Saturday,Fall,1.41,0,49,38,2020
2020-10-24,8,08:00:00,October,Saturday,Fall,0.89,0,49,38,2020
2020-10-24,9,09:00:00,October,Saturday,Fall,1.86,0,49,38,2020
2020-10-24,10,10:00:00,October,Saturday,Fall,2.89,0,49,38,2020
2020-10-24,11,11:00:00,October,Saturday,Fall,1.8,0,49,38,2020
2020-10-24,12,12:00:00,October,Saturday,Fall,0.9,0,49,38,2020
2020-10-24,13,13:00:00,October,Saturday,Fall,0.43000000000000005,0,49,38,2020
2020-10-24,14,14:00:00,October,Saturday,Fall,0.38,0,49,38,2020
2020-10-24,15,15:00:00,October,Saturday,Fall,0.11,0,49,38,2020
2020-10-24,16,16:00:00,October,Saturday,Fall,0.39,0,49,38,2020
2020-10-24,17,17:00:00,October,Saturday,Fall,0.09,0,49,38,2020
2020-10-24,18,18:00:00,October,Saturday,Fall,0.43,0,49,38,2020
2020-10-24,19,19:00:00,October,Saturday,Fall,0.18,0,49,38,2020
2020-10-24,20,20:00:00,October,Saturday,Fall,0.11,0,49,38,2020
2020-10-24,21,21:00:00,October,Saturday,Fall,0.49,0,49,38,2020
2020-10-24,22,22:00:00,October,Saturday,Fall,0.1,0,49,38,2020
2020-10-24,23,23:00:00,October,Saturday,Fall,0.12,0,49,38,2020
2020-10-25,0,00:00:00,October,Sunday,Fall,0.47000000000000003,0,50,36,2020
2020-10-25,1,01:00:00,October,Sunday,Fall,0.12,0,50,36,2020
2020-10-25,2,02:00:00,October,Sunday,Fall,0.47000000000000003,0,50,36,2020
2020-10-25,3,03:00:00,October,Sunday,Fall,0.18,0,50,36,2020
2020-10-25,4,04:00:00,October,Sunday,Fall,0.1,0,50,36,2020
2020-10-25,5,05:00:00,October,Sunday,Fall,0.5,0,50,36,2020
2020-10-25,6,06:00:00,October,Sunday,Fall,0.07,0,50,36,2020
2020-10-25,7,07:00:00,October,Sunday,Fall,0.49,0,50,36,2020
2020-10-25,8,08:00:00,October,Sunday,Fall,0.08,0,50,36,2020
2020-10-25,9,09:00:00,October,Sunday,Fall,0.18,0,50,36,2020
2020-10-25,10,10:00:00,October,Sunday,Fall,0.37,0,50,36,2020
2020-10-25,11,11:00:00,October,Sunday,Fall,0.18,0,50,36,2020
2020-10-25,12,12:00:00,October,Sunday,Fall,0.44,0,50,36,2020
2020-10-25,13,13:00:00,October,Sunday,Fall,0.09,0,50,36,2020
2020-10-25,14,14:00:00,October,Sunday,Fall,0.45,0,50,36,2020
2020-10-25,15,15:00:00,October,Sunday,Fall,0.09,0,50,36,2020
2020-10-25,16,16:00:00,October,Sunday,Fall,0.43000000000000005,0,50,36,2020
2020-10-25,17,17:00:00,October,Sunday,Fall,0.11,0,50,36,2020
2020-10-25,18,18:00:00,October,Sunday,Fall,0.27999999999999997,0,50,36,2020
2020-10-25,19,19:00:00,October,Sunday,Fall,0.35000000000000003,0,50,36,2020
2020-10-25,20,20:00:00,October,Sunday,Fall,0.07,0,50,36,2020
2020-10-25,21,21:00:00,October,Sunday,Fall,0.47000000000000003,0,50,36,2020
2020-10-25,22,22:00:00,October,Sunday,Fall,0.09,0,50,36,2020
2020-10-25,23,23:00:00,October,Sunday,Fall,0.47000000000000003,0,50,36,2020
2020-10-26,0,00:00:00,October,Monday,Fall,0.09,0,51,37,2020
2020-10-26,1,01:00:00,October,Monday,Fall,0.47000000000000003,0,51,37,2020
2020-10-26,2,02:00:00,October,Monday,Fall,0.09,0,51,37,2020
2020-10-26,3,03:00:00,October,Monday,Fall,0.17,0,51,37,2020
2020-10-26,4,04:00:00,October,Monday,Fall,0.45,0,51,37,2020
2020-10-26,5,05:00:00,October,Monday,Fall,0.1,0,51,37,2020
2020-10-26,6,06:00:00,October,Monday,Fall,0.46,0,51,37,2020
2020-10-26,7,07:00:00,October,Monday,Fall,0.09,0,51,37,2020
2020-10-26,8,08:00:00,October,Monday,Fall,0.45999999999999996,0,51,37,2020
2020-10-26,9,09:00:00,October,Monday,Fall,0.08,0,51,37,2020
2020-10-26,10,10:00:00,October,Monday,Fall,0.08,0,51,37,2020
2020-10-26,11,11:00:00,October,Monday,Fall,0.17,0,51,37,2020
2020-10-26,12,12:00:00,October,Monday,Fall,0.07,0,51,37,2020
2020-10-26,13,13:00:00,October,Monday,Fall,0.51,0,51,37,2020
2020-10-26,14,14:00:00,October,Monday,Fall,0.08,0,51,37,2020
2020-10-26,15,15:00:00,October,Monday,Fall,0.46,0,51,37,2020
2020-10-26,16,16:00:00,October,Monday,Fall,0.08,0,51,37,2020
2020-10-26,17,17:00:00,October,Monday,Fall,0.42,0,51,37,2020
2020-10-26,18,18:00:00,October,Monday,Fall,0.08,0,51,37,2020
2020-10-26,19,19:00:00,October,Monday,Fall,0.5599999999999999,0,51,37,2020
2020-10-26,20,20:00:00,October,Monday,Fall,3.37,0,51,37,2020
2020-10-26,21,21:00:00,October,Monday,Fall,4.58,0,51,37,2020
2020-10-26,22,22:00:00,October,Monday,Fall,4.5,0,51,37,2020
2020-10-26,23,23:00:00,October,Monday,Fall,4.0600000000000005,0,51,37,2020
2020-10-27,0,00:00:00,October,Tuesday,Fall,3.48,0,57,44,2020
2020-10-27,1,01:00:00,October,Tuesday,Fall,2.59,0,57,44,2020
2020-10-27,2,02:00:00,October,Tuesday,Fall,0.12,0,57,44,2020
2020-10-27,3,03:00:00,October,Tuesday,Fall,0.47000000000000003,0,57,44,2020
2020-10-27,4,04:00:00,October,Tuesday,Fall,0.11,0,57,44,2020
2020-10-27,5,05:00:00,October,Tuesday,Fall,0.42000000000000004,0,57,44,2020
2020-10-27,6,06:00:00,October,Tuesday,Fall,0.1,0,57,44,2020
2020-10-27,7,07:00:00,October,Tuesday,Fall,0.11,0,57,44,2020
2020-10-27,8,08:00:00,October,Tuesday,Fall,0.47000000000000003,0,57,44,2020
2020-10-27,9,09:00:00,October,Tuesday,Fall,0.08,0,57,44,2020
2020-10-27,10,10:00:00,October,Tuesday,Fall,0.47000000000000003,0,57,44,2020
2020-10-27,11,11:00:00,October,Tuesday,Fall,0.17,0,57,44,2020
2020-10-27,12,12:00:00,October,Tuesday,Fall,0.1,0,57,44,2020
2020-10-27,13,13:00:00,October,Tuesday,Fall,1.43,0,57,44,2020
2020-10-27,14,14:00:00,October,Tuesday,Fall,3.29,0,57,44,2020
2020-10-27,15,15:00:00,October,Tuesday,Fall,3.56,0,57,44,2020
2020-10-27,16,16:00:00,October,Tuesday,Fall,4.08,0,57,44,2020
2020-10-27,17,17:00:00,October,Tuesday,Fall,3.38,0,57,44,2020
2020-10-27,18,18:00:00,October,Tuesday,Fall,6.03,0,57,44,2020
2020-10-27,19,19:00:00,October,Tuesday,Fall,4.93,0,57,44,2020
2020-10-27,20,20:00:00,October,Tuesday,Fall,6.01,0,57,44,2020
2020-10-27,21,21:00:00,October,Tuesday,Fall,3.94,0,57,44,2020
2020-10-27,22,22:00:00,October,Tuesday,Fall,1.31,0,57,44,2020
2020-10-27,23,23:00:00,October,Tuesday,Fall,0.83,0,57,44,2020
2020-10-28,0,00:00:00,October,Wednesday,Fall,0.15,0,58,46,2020
2020-10-28,1,01:00:00,October,Wednesday,Fall,0.43,0,58,46,2020
2020-10-28,2,02:00:00,October,Wednesday,Fall,0.43,0,58,46,2020
2020-10-28,3,03:00:00,October,Wednesday,Fall,0.19,0,58,46,2020
2020-10-28,4,04:00:00,October,Wednesday,Fall,0.11,0,58,46,2020
2020-10-28,5,05:00:00,October,Wednesday,Fall,0.43,0,58,46,2020
2020-10-28,6,06:00:00,October,Wednesday,Fall,0.11,0,58,46,2020
2020-10-28,7,07:00:00,October,Wednesday,Fall,0.7799999999999999,0,58,46,2020
2020-10-28,8,08:00:00,October,Wednesday,Fall,2.88,0,58,46,2020
2020-10-28,9,09:00:00,October,Wednesday,Fall,4.02,0,58,46,2020
2020-10-28,10,10:00:00,October,Wednesday,Fall,1.27,0,58,46,2020
2020-10-28,11,11:00:00,October,Wednesday,Fall,1.87,0,58,46,2020
2020-10-28,12,12:00:00,October,Wednesday,Fall,1.47,0,58,46,2020
2020-10-28,13,13:00:00,October,Wednesday,Fall,1.71,0,58,46,2020
2020-10-28,14,14:00:00,October,Wednesday,Fall,1.35,0,58,46,2020
2020-10-28,15,15:00:00,October,Wednesday,Fall,1.61,0,58,46,2020
2020-10-28,16,16:00:00,October,Wednesday,Fall,1.52,0,58,46,2020
2020-10-28,17,17:00:00,October,Wednesday,Fall,1.31,0,58,46,2020
2020-10-28,18,18:00:00,October,Wednesday,Fall,1.09,0,58,46,2020
2020-10-28,19,19:00:00,October,Wednesday,Fall,0.67,0,58,46,2020
2020-10-28,20,20:00:00,October,Wednesday,Fall,0.87,0,58,46,2020
2020-10-28,21,21:00:00,October,Wednesday,Fall,1.52,0,58,46,2020
2020-10-28,22,22:00:00,October,Wednesday,Fall,4.9,0,58,46,2020
2020-10-28,23,23:00:00,October,Wednesday,Fall,2.25,0,58,46,2020
2020-10-29,0,00:00:00,October,Thursday,Fall,0.71,0,60,45,2020
2020-10-29,1,01:00:00,October,Thursday,Fall,1.89,0,60,45,2020
2020-10-29,2,02:00:00,October,Thursday,Fall,0.54,0,60,45,2020
2020-10-29,3,03:00:00,October,Thursday,Fall,0.52,0,60,45,2020
2020-10-29,4,04:00:00,October,Thursday,Fall,0.41000000000000003,0,60,45,2020
2020-10-29,5,05:00:00,October,Thursday,Fall,0.1,0,60,45,2020
2020-10-29,6,06:00:00,October,Thursday,Fall,0.43,0,60,45,2020
2020-10-29,7,07:00:00,October,Thursday,Fall,0.12,0,60,45,2020
2020-10-29,8,08:00:00,October,Thursday,Fall,2.4,0,60,45,2020
2020-10-29,9,09:00:00,October,Thursday,Fall,3.33,0,60,45,2020
2020-10-29,10,10:00:00,October,Thursday,Fall,2.9699999999999998,0,60,45,2020
2020-10-29,11,11:00:00,October,Thursday,Fall,3.46,0,60,45,2020
2020-10-29,12,12:00:00,October,Thursday,Fall,3.86,0,60,45,2020
2020-10-29,13,13:00:00,October,Thursday,Fall,1.61,0,60,45,2020
2020-10-29,14,14:00:00,October,Thursday,Fall,1.99,0,60,45,2020
2020-10-29,15,15:00:00,October,Thursday,Fall,2.28,0,60,45,2020
2020-10-29,16,16:00:00,October,Thursday,Fall,2.63,0,60,45,2020
2020-10-29,17,17:00:00,October,Thursday,Fall,2.09,0,60,45,2020
2020-10-29,18,18:00:00,October,Thursday,Fall,1.8599999999999999,0,60,45,2020
2020-10-29,19,19:00:00,October,Thursday,Fall,1.74,0,60,45,2020
2020-10-29,20,20:00:00,October,Thursday,Fall,1.42,0,60,45,2020
2020-10-29,21,21:00:00,October,Thursday,Fall,2.17,0,60,45,2020
2020-10-29,22,22:00:00,October,Thursday,Fall,1.76,0,60,45,2020
2020-10-29,23,23:00:00,October,Thursday,Fall,1.7200000000000002,0,60,45,2020
2020-10-30,0,00:00:00,October,Friday,Fall,1.29,0,56,44,2020
2020-10-30,1,01:00:00,October,Friday,Fall,1.51,0,56,44,2020
2020-10-30,2,02:00:00,October,Friday,Fall,0.88,0,56,44,2020
2020-10-30,3,03:00:00,October,Friday,Fall,0.52,0,56,44,2020
2020-10-30,4,04:00:00,October,Friday,Fall,0.11,0,56,44,2020
2020-10-30,5,05:00:00,October,Friday,Fall,0.12,0,56,44,2020
2020-10-30,6,06:00:00,October,Friday,Fall,1.16,0,56,44,2020
2020-10-30,7,07:00:00,October,Friday,Fall,0.1,0,56,44,2020
2020-10-30,8,08:00:00,October,Friday,Fall,1.11,0,56,44,2020
2020-10-30,9,09:00:00,October,Friday,Fall,0.83,0,56,44,2020
2020-10-30,10,10:00:00,October,Friday,Fall,0.95,0,56,44,2020
2020-10-30,11,11:00:00,October,Friday,Fall,1.12,0,56,44,2020
2020-10-30,12,12:00:00,October,Friday,Fall,1.82,0,56,44,2020
2020-10-30,13,13:00:00,October,Friday,Fall,1.58,0,56,44,2020
2020-10-30,14,14:00:00,October,Friday,Fall,4.25,0,56,44,2020
2020-10-30,15,15:00:00,October,Friday,Fall,2.43,0,56,44,2020
2020-10-30,16,16:00:00,October,Friday,Fall,3.52,0,56,44,2020
2020-10-30,17,17:00:00,October,Friday,Fall,3.29,0,56,44,2020
2020-10-30,18,18:00:00,October,Friday,Fall,2.7199999999999998,0,56,44,2020
2020-10-30,19,19:00:00,October,Friday,Fall,2.7399999999999998,0,56,44,2020
2020-10-30,20,20:00:00,October,Friday,Fall,5.2,0,56,44,2020
2020-10-30,21,21:00:00,October,Friday,Fall,5.6,0,56,44,2020
2020-10-30,22,22:00:00,October,Friday,Fall,6.24,0,56,44,2020
2020-10-30,23,23:00:00,October,Friday,Fall,2.6,0,56,44,2020
2020-10-31,0,00:00:00,October,Saturday,Fall,2.02,0,57,41,2020
2020-10-31,1,01:00:00,October,Saturday,Fall,4.2299999999999995,0,57,41,2020
2020-10-31,2,02:00:00,October,Saturday,Fall,1.65,0,57,41,2020
2020-10-31,3,03:00:00,October,Saturday,Fall,1.61,0,57,41,2020
2020-10-31,4,04:00:00,October,Saturday,Fall,1.4100000000000001,0,57,41,2020
2020-10-31,5,05:00:00,October,Saturday,Fall,1.3900000000000001,0,57,41,2020
2020-10-31,6,06:00:00,October,Saturday,Fall,1.09,0,57,41,2020
2020-10-31,7,07:00:00,October,Saturday,Fall,1.37,0,57,41,2020
2020-10-31,8,08:00:00,October,Saturday,Fall,1.15,0,57,41,2020
2020-10-31,9,09:00:00,October,Saturday,Fall,1.28,0,57,41,2020
2020-10-31,10,10:00:00,October,Saturday,Fall,2.2399999999999998,0,57,41,2020
2020-10-31,11,11:00:00,October,Saturday,Fall,1.63,0,57,41,2020
2020-10-31,12,12:00:00,October,Saturday,Fall,2.38,0,57,41,2020
2020-10-31,13,13:00:00,October,Saturday,Fall,1.71,0,57,41,2020
2020-10-31,14,14:00:00,October,Saturday,Fall,1.33,0,57,41,2020
2020-10-31,15,15:00:00,October,Saturday,Fall,1.3599999999999999,0,57,41,2020
2020-10-31,16,16:00:00,October,Saturday,Fall,0.78,0,57,41,2020
2020-10-31,17,17:00:00,October,Saturday,Fall,0.64,0,57,41,2020
2020-10-31,18,18:00:00,October,Saturday,Fall,0.5,0,57,41,2020
2020-10-31,19,19:00:00,October,Saturday,Fall,0.54,0,57,41,2020
2020-10-31,20,20:00:00,October,Saturday,Fall,1.44,0,57,41,2020
2020-10-31,21,21:00:00,October,Saturday,Fall,3.79,0,57,41,2020
2020-10-31,22,22:00:00,October,Saturday,Fall,1.58,0,57,41,2020
2020-10-31,23,23:00:00,October,Saturday,Fall,1.66,0,57,41,2020
2020-11-01,0,00:00:00,November,Sunday,Fall,1.6,0,61,42,2020
2020-11-01,1,01:00:00,November,Sunday,Fall,4.45,0,61,42,2020
2020-11-01,2,02:00:00,November,Sunday,Fall,3.79,0,61,42,2020
2020-11-01,3,03:00:00,November,Sunday,Fall,3.55,0,61,42,2020
2020-11-01,4,04:00:00,November,Sunday,Fall,1.55,0,61,42,2020
2020-11-01,5,05:00:00,November,Sunday,Fall,1.32,0,61,42,2020
2020-11-01,6,06:00:00,November,Sunday,Fall,2.61,0,61,42,2020
2020-11-01,7,07:00:00,November,Sunday,Fall,2.3600000000000003,0,61,42,2020
2020-11-01,8,08:00:00,November,Sunday,Fall,2.55,0,61,42,2020
2020-11-01,9,09:00:00,November,Sunday,Fall,2.42,0,61,42,2020
2020-11-01,10,10:00:00,November,Sunday,Fall,1.1400000000000001,0,61,42,2020
2020-11-01,11,11:00:00,November,Sunday,Fall,2.69,0,61,42,2020
2020-11-01,12,12:00:00,November,Sunday,Fall,3.77,0,61,42,2020
2020-11-01,13,13:00:00,November,Sunday,Fall,2.89,0,61,42,2020
2020-11-01,14,14:00:00,November,Sunday,Fall,1.6099999999999999,0,61,42,2020
2020-11-01,15,15:00:00,November,Sunday,Fall,1.6099999999999999,0,61,42,2020
2020-11-01,16,16:00:00,November,Sunday,Fall,1.4,0,61,42,2020
2020-11-01,17,17:00:00,November,Sunday,Fall,1.35,0,61,42,2020
2020-11-01,18,18:00:00,November,Sunday,Fall,1.35,0,61,42,2020
2020-11-01,19,19:00:00,November,Sunday,Fall,1.45,0,61,42,2020
2020-11-01,20,20:00:00,November,Sunday,Fall,1.6300000000000001,0,61,42,2020
2020-11-01,21,21:00:00,November,Sunday,Fall,4.95,0,61,42,2020
2020-11-01,22,22:00:00,November,Sunday,Fall,4.66,0,61,42,2020
2020-11-01,23,23:00:00,November,Sunday,Fall,4.61,0,61,42,2020
2020-11-02,0,00:00:00,November,Monday,Fall,2.9,0,65,38,2020
2020-11-02,1,01:00:00,November,Monday,Fall,1.3800000000000001,0,65,38,2020
2020-11-02,2,02:00:00,November,Monday,Fall,1.1600000000000001,0,65,38,2020
2020-11-02,3,03:00:00,November,Monday,Fall,1.37,0,65,38,2020
2020-11-02,4,04:00:00,November,Monday,Fall,1.06,0,65,38,2020
2020-11-02,5,05:00:00,November,Monday,Fall,1.06,0,65,38,2020
2020-11-02,6,06:00:00,November,Monday,Fall,1.05,0,65,38,2020
2020-11-02,7,07:00:00,November,Monday,Fall,1.46,0,65,38,2020
2020-11-02,8,08:00:00,November,Monday,Fall,0.3,0,65,38,2020
2020-11-02,9,09:00:00,November,Monday,Fall,0.71,0,65,38,2020
2020-11-02,10,10:00:00,November,Monday,Fall,1.75,0,65,38,2020
2020-11-02,11,11:00:00,November,Monday,Fall,1.57,0,65,38,2020
2020-11-02,12,12:00:00,November,Monday,Fall,1.6300000000000001,0,65,38,2020
2020-11-02,13,13:00:00,November,Monday,Fall,1.24,0,65,38,2020
2020-11-02,14,14:00:00,November,Monday,Fall,1.62,0,65,38,2020
2020-11-02,15,15:00:00,November,Monday,Fall,1.32,0,65,38,2020
2020-11-02,16,16:00:00,November,Monday,Fall,1.72,0,65,38,2020
2020-11-02,17,17:00:00,November,Monday,Fall,1.02,0,65,38,2020
2020-11-02,18,18:00:00,November,Monday,Fall,1.42,0,65,38,2020
2020-11-02,19,19:00:00,November,Monday,Fall,1.02,0,65,38,2020
2020-11-02,20,20:00:00,November,Monday,Fall,1.73,0,65,38,2020
2020-11-02,21,21:00:00,November,Monday,Fall,6.66,0,65,38,2020
2020-11-02,22,22:00:00,November,Monday,Fall,5.2299999999999995,0,65,38,2020
2020-11-02,23,23:00:00,November,Monday,Fall,2.91,0,65,38,2020
2020-11-03,0,00:00:00,November,Tuesday,Fall,0.55,0.75,58,49,2020
2020-11-03,1,01:00:00,November,Tuesday,Fall,0.43,0.75,58,49,2020
2020-11-03,2,02:00:00,November,Tuesday,Fall,0.5,0.75,58,49,2020
2020-11-03,3,03:00:00,November,Tuesday,Fall,0.39,0.75,58,49,2020
2020-11-03,4,04:00:00,November,Tuesday,Fall,0.1,0.75,58,49,2020
2020-11-03,5,05:00:00,November,Tuesday,Fall,0.08,0.75,58,49,2020
2020-11-03,6,06:00:00,November,Tuesday,Fall,0.4,0.75,58,49,2020
2020-11-03,7,07:00:00,November,Tuesday,Fall,1.49,0.75,58,49,2020
2020-11-03,8,08:00:00,November,Tuesday,Fall,2.1,0.75,58,49,2020
2020-11-03,9,09:00:00,November,Tuesday,Fall,2.74,0.75,58,49,2020
2020-11-03,10,10:00:00,November,Tuesday,Fall,2.85,0.75,58,49,2020
2020-11-03,11,11:00:00,November,Tuesday,Fall,1.54,0.75,58,49,2020
2020-11-03,12,12:00:00,November,Tuesday,Fall,1.76,0.75,58,49,2020
2020-11-03,13,13:00:00,November,Tuesday,Fall,1.76,0.75,58,49,2020
2020-11-03,14,14:00:00,November,Tuesday,Fall,1.8199999999999998,0.75,58,49,2020
2020-11-03,15,15:00:00,November,Tuesday,Fall,2.32,0.75,58,49,2020
2020-11-03,16,16:00:00,November,Tuesday,Fall,6.93,0.75,58,49,2020
2020-11-03,17,17:00:00,November,Tuesday,Fall,4.55,0.75,58,49,2020
2020-11-03,18,18:00:00,November,Tuesday,Fall,4.97,0.75,58,49,2020
2020-11-03,19,19:00:00,November,Tuesday,Fall,2.2600000000000002,0.75,58,49,2020
2020-11-03,20,20:00:00,November,Tuesday,Fall,1.28,0.75,58,49,2020
2020-11-03,21,21:00:00,November,Tuesday,Fall,0.8999999999999999,0.75,58,49,2020
2020-11-03,22,22:00:00,November,Tuesday,Fall,0.87,0.75,58,49,2020
2020-11-03,23,23:00:00,November,Tuesday,Fall,0.74,0.75,58,49,2020
2020-11-04,0,00:00:00,November,Wednesday,Fall,0.59,0.18,65,58,2020
2020-11-04,1,01:00:00,November,Wednesday,Fall,0.41,0.18,65,58,2020
2020-11-04,2,02:00:00,November,Wednesday,Fall,0.22,0.18,65,58,2020
2020-11-04,3,03:00:00,November,Wednesday,Fall,0.42000000000000004,0.18,65,58,2020
2020-11-04,4,04:00:00,November,Wednesday,Fall,0.12,0.18,65,58,2020
2020-11-04,5,05:00:00,November,Wednesday,Fall,0.12,0.18,65,58,2020
2020-11-04,6,06:00:00,November,Wednesday,Fall,0.12,0.18,65,58,2020
2020-11-04,7,07:00:00,November,Wednesday,Fall,0.51,0.18,65,58,2020
2020-11-04,8,08:00:00,November,Wednesday,Fall,2.56,0.18,65,58,2020
2020-11-04,9,09:00:00,November,Wednesday,Fall,1.43,0.18,65,58,2020
2020-11-04,10,10:00:00,November,Wednesday,Fall,0.87,0.18,65,58,2020
2020-11-04,11,11:00:00,November,Wednesday,Fall,2.32,0.18,65,58,2020
2020-11-04,12,12:00:00,November,Wednesday,Fall,4.390000000000001,0.18,65,58,2020
2020-11-04,13,13:00:00,November,Wednesday,Fall,3.7,0.18,65,58,2020
2020-11-04,14,14:00:00,November,Wednesday,Fall,2.4,0.18,65,58,2020
2020-11-04,15,15:00:00,November,Wednesday,Fall,1.81,0.18,65,58,2020
2020-11-04,16,16:00:00,November,Wednesday,Fall,2.4699999999999998,0.18,65,58,2020
2020-11-04,17,17:00:00,November,Wednesday,Fall,1.8599999999999999,0.18,65,58,2020
2020-11-04,18,18:00:00,November,Wednesday,Fall,2.89,0.18,65,58,2020
2020-11-04,19,19:00:00,November,Wednesday,Fall,1.19,0.18,65,58,2020
2020-11-04,20,20:00:00,November,Wednesday,Fall,4.18,0.18,65,58,2020
2020-11-04,21,21:00:00,November,Wednesday,Fall,2.58,0.18,65,58,2020
2020-11-04,22,22:00:00,November,Wednesday,Fall,0.92,0.18,65,58,2020
2020-11-04,23,23:00:00,November,Wednesday,Fall,0.6,0.18,65,58,2020
2020-11-05,0,00:00:00,November,Thursday,Fall,3.11,0.17,60,46,2020
2020-11-05,1,01:00:00,November,Thursday,Fall,0.65,0.17,60,46,2020
2020-11-05,2,02:00:00,November,Thursday,Fall,0.59,0.17,60,46,2020
2020-11-05,3,03:00:00,November,Thursday,Fall,0.93,0.17,60,46,2020
2020-11-05,4,04:00:00,November,Thursday,Fall,1.35,0.17,60,46,2020
2020-11-05,5,05:00:00,November,Thursday,Fall,1.05,0.17,60,46,2020
2020-11-05,6,06:00:00,November,Thursday,Fall,1.4,0.17,60,46,2020
2020-11-05,7,07:00:00,November,Thursday,Fall,1.06,0.17,60,46,2020
2020-11-05,8,08:00:00,November,Thursday,Fall,1.06,0.17,60,46,2020
2020-11-05,9,09:00:00,November,Thursday,Fall,0.28,0.17,60,46,2020
2020-11-05,10,10:00:00,November,Thursday,Fall,1.44,0.17,60,46,2020
2020-11-05,11,11:00:00,November,Thursday,Fall,0.65,0.17,60,46,2020
2020-11-05,12,12:00:00,November,Thursday,Fall,1.01,0.17,60,46,2020
2020-11-05,13,13:00:00,November,Thursday,Fall,0.64,0.17,60,46,2020
2020-11-05,14,14:00:00,November,Thursday,Fall,1.63,0.17,60,46,2020
2020-11-05,15,15:00:00,November,Thursday,Fall,1.67,0.17,60,46,2020
2020-11-05,16,16:00:00,November,Thursday,Fall,1.78,0.17,60,46,2020
2020-11-05,17,17:00:00,November,Thursday,Fall,2.93,0.17,60,46,2020
2020-11-05,18,18:00:00,November,Thursday,Fall,3.46,0.17,60,46,2020
2020-11-05,19,19:00:00,November,Thursday,Fall,3.48,0.17,60,46,2020
2020-11-05,20,20:00:00,November,Thursday,Fall,2.31,0.17,60,46,2020
2020-11-05,21,21:00:00,November,Thursday,Fall,2.47,0.17,60,46,2020
2020-11-05,22,22:00:00,November,Thursday,Fall,2.71,0.17,60,46,2020
2020-11-05,23,23:00:00,November,Thursday,Fall,2.65,0.17,60,46,2020
2020-11-06,0,00:00:00,November,Friday,Fall,1.36,0,50,35,2020
2020-11-06,1,01:00:00,November,Friday,Fall,2.31,0,50,35,2020
2020-11-06,2,02:00:00,November,Friday,Fall,0.62,0,50,35,2020
